#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   118    0.32720E+04   -0.34414E+02    0.26489E-05   -0.34414E+02    0.98595E+00   -0.48525E-08    0.26489E-05   -0.48525E-08    0.61709E-11
   119    0.33064E+04   -0.34986E+02    0.26003E-05   -0.34986E+02    0.99534E+00   -0.49492E-08    0.26003E-05   -0.49492E-08    0.60269E-11
   120    0.33410E+04   -0.35549E+02    0.25529E-05   -0.35549E+02    0.10042E+01   -0.50747E-08    0.25529E-05   -0.50747E-08    0.58872E-11
   121    0.33756E+04   -0.36102E+02    0.25066E-05   -0.36102E+02    0.10128E+01   -0.52234E-08    0.25066E-05   -0.52234E-08    0.57516E-11
   122    0.34103E+04   -0.36643E+02    0.24616E-05   -0.36643E+02    0.10209E+01   -0.53899E-08    0.24616E-05   -0.53899E-08    0.56200E-11
   123    0.34451E+04   -0.37174E+02    0.24176E-05   -0.37174E+02    0.10286E+01   -0.55684E-08    0.24176E-05   -0.55684E-08    0.54923E-11
   124    0.34799E+04   -0.37690E+02    0.23747E-05   -0.37690E+02    0.10358E+01   -0.57534E-08    0.23747E-05   -0.57534E-08    0.53684E-11
   125    0.35147E+04   -0.38195E+02    0.23329E-05   -0.38195E+02    0.10426E+01   -0.59394E-08    0.23329E-05   -0.59394E-08    0.52480E-11
   126    0.35496E+04   -0.38687E+02    0.22921E-05   -0.38687E+02    0.10491E+01   -0.61207E-08    0.22921E-05   -0.61207E-08    0.51311E-11
   127    0.35845E+04   -0.39166E+02    0.22523E-05   -0.39166E+02    0.10550E+01   -0.62919E-08    0.22523E-05   -0.62919E-08    0.50175E-11
   128    0.36194E+04   -0.39631E+02    0.22135E-05   -0.39631E+02    0.10605E+01   -0.64472E-08    0.22135E-05   -0.64472E-08    0.49070E-11
   129    0.36544E+04   -0.40080E+02    0.21757E-05   -0.40080E+02    0.10655E+01   -0.65811E-08    0.21757E-05   -0.65811E-08    0.47997E-11
   130    0.36894E+04   -0.40514E+02    0.21387E-05   -0.40514E+02    0.10699E+01   -0.66881E-08    0.21387E-05   -0.66881E-08    0.46953E-11
   131    0.37244E+04   -0.40934E+02    0.21027E-05   -0.40934E+02    0.10740E+01   -0.67639E-08    0.21027E-05   -0.67639E-08    0.45936E-11
   132    0.37594E+04   -0.41337E+02    0.20675E-05   -0.41337E+02    0.10776E+01   -0.68093E-08    0.20675E-05   -0.68093E-08    0.44947E-11
   133    0.37944E+04   -0.41724E+02    0.20332E-05   -0.41724E+02    0.10807E+01   -0.68265E-08    0.20332E-05   -0.68265E-08    0.43984E-11
   134    0.38293E+04   -0.42092E+02    0.19996E-05   -0.42092E+02    0.10833E+01   -0.68177E-08    0.19996E-05   -0.68177E-08    0.43047E-11
   135    0.38643E+04   -0.42444E+02    0.19669E-05   -0.42444E+02    0.10854E+01   -0.67850E-08    0.19669E-05   -0.67850E-08    0.42136E-11
   136    0.38991E+04   -0.42776E+02    0.19350E-05   -0.42776E+02    0.10870E+01   -0.67306E-08    0.19350E-05   -0.67306E-08    0.41249E-11
   137    0.39339E+04   -0.43089E+02    0.19038E-05   -0.43089E+02    0.10881E+01   -0.66567E-08    0.19038E-05   -0.66567E-08    0.40385E-11
   138    0.39686E+04   -0.43384E+02    0.18733E-05   -0.43384E+02    0.10888E+01   -0.65654E-08    0.18733E-05   -0.65654E-08    0.39545E-11
   139    0.40031E+04   -0.43658E+02    0.18435E-05   -0.43658E+02    0.10890E+01   -0.64589E-08    0.18435E-05   -0.64589E-08    0.38727E-11
   140    0.40376E+04   -0.43913E+02    0.18144E-05   -0.43913E+02    0.10886E+01   -0.63394E-08    0.18144E-05   -0.63394E-08    0.37931E-11
   141    0.40720E+04   -0.44146E+02    0.17859E-05   -0.44146E+02    0.10878E+01   -0.62090E-08    0.17859E-05   -0.62090E-08    0.37156E-11
   142    0.41063E+04   -0.44359E+02    0.17581E-05   -0.44359E+02    0.10865E+01   -0.60699E-08    0.17581E-05   -0.60699E-08    0.36402E-11
   143    0.41405E+04   -0.44551E+02    0.17308E-05   -0.44551E+02    0.10847E+01   -0.59242E-08    0.17308E-05   -0.59242E-08    0.35667E-11
   144    0.41746E+04   -0.44721E+02    0.17042E-05   -0.44721E+02    0.10824E+01   -0.57742E-08    0.17042E-05   -0.57742E-08    0.34952E-11
   145    0.42084E+04   -0.44869E+02    0.16780E-05   -0.44869E+02    0.10797E+01   -0.56220E-08    0.16780E-05   -0.56220E-08    0.34255E-11
   146    0.42424E+04   -0.44995E+02    0.16525E-05   -0.44995E+02    0.10765E+01   -0.54697E-08    0.16525E-05   -0.54697E-08    0.33576E-11
   147    0.42760E+04   -0.45097E+02    0.16274E-05   -0.45097E+02    0.10729E+01   -0.53195E-08    0.16274E-05   -0.53195E-08    0.32914E-11
   148    0.43094E+04   -0.45178E+02    0.16028E-05   -0.45178E+02    0.10687E+01   -0.51737E-08    0.16028E-05   -0.51737E-08    0.32268E-11
   149    0.43427E+04   -0.45234E+02    0.15787E-05   -0.45234E+02    0.10642E+01   -0.50343E-08    0.15787E-05   -0.50343E-08    0.31638E-11
   150    0.43758E+04   -0.45265E+02    0.15550E-05   -0.45265E+02    0.10592E+01   -0.49035E-08    0.15550E-05   -0.49035E-08    0.31023E-11
   151    0.44087E+04   -0.45272E+02    0.15317E-05   -0.45272E+02    0.10539E+01   -0.47830E-08    0.15317E-05   -0.47830E-08    0.30423E-11
   152    0.44412E+04   -0.45256E+02    0.15088E-05   -0.45256E+02    0.10480E+01   -0.46727E-08    0.15088E-05   -0.46727E-08    0.29837E-11
   153    0.44737E+04   -0.45212E+02    0.14863E-05   -0.45212E+02    0.10417E+01   -0.45720E-08    0.14863E-05   -0.45720E-08    0.29265E-11
   154    0.45059E+04   -0.45145E+02    0.14642E-05   -0.45145E+02    0.10351E+01   -0.44803E-08    0.14642E-05   -0.44803E-08    0.28706E-11
   155    0.45378E+04   -0.45052E+02    0.14425E-05   -0.45052E+02    0.10281E+01   -0.43969E-08    0.14425E-05   -0.43969E-08    0.28160E-11
   156    0.45694E+04   -0.44934E+02    0.14212E-05   -0.44934E+02    0.10208E+01   -0.43214E-08    0.14212E-05   -0.43214E-08    0.27628E-11
   157    0.46009E+04   -0.44789E+02    0.14002E-05   -0.44789E+02    0.10131E+01   -0.42530E-08    0.14002E-05   -0.42530E-08    0.27108E-11
   158    0.46321E+04   -0.44619E+02    0.13796E-05   -0.44619E+02    0.10051E+01   -0.41912E-08    0.13796E-05   -0.41912E-08    0.26601E-11
   159    0.46630E+04   -0.44422E+02    0.13594E-05   -0.44422E+02    0.99671E+00   -0.41355E-08    0.13594E-05   -0.41355E-08    0.26105E-11
   160    0.46936E+04   -0.44198E+02    0.13396E-05   -0.44198E+02    0.98803E+00   -0.40851E-08    0.13396E-05   -0.40851E-08    0.25622E-11
   161    0.47240E+04   -0.43949E+02    0.13201E-05   -0.43949E+02    0.97914E+00   -0.40394E-08    0.13201E-05   -0.40394E-08    0.25150E-11
   162    0.47541E+04   -0.43673E+02    0.13009E-05   -0.43673E+02    0.96990E+00   -0.39980E-08    0.13009E-05   -0.39980E-08    0.24689E-11
   163    0.47839E+04   -0.43370E+02    0.12821E-05   -0.43370E+02    0.96039E+00   -0.39602E-08    0.12821E-05   -0.39602E-08    0.24239E-11
   164    0.48134E+04   -0.43041E+02    0.12637E-05   -0.43041E+02    0.95067E+00   -0.39253E-08    0.12637E-05   -0.39253E-08    0.23800E-11
   165    0.48426E+04   -0.42683E+02    0.12455E-05   -0.42683E+02    0.94068E+00   -0.38929E-08    0.12455E-05   -0.38929E-08    0.23372E-11
   166    0.48715E+04   -0.42299E+02    0.12277E-05   -0.42299E+02    0.93057E+00   -0.38622E-08    0.12277E-05   -0.38622E-08    0.22953E-11
   167    0.49002E+04   -0.41889E+02    0.12103E-05   -0.41889E+02    0.92011E+00   -0.38327E-08    0.12103E-05   -0.38327E-08    0.22544E-11
   168    0.49284E+04   -0.41451E+02    0.11931E-05   -0.41451E+02    0.90967E+00   -0.38038E-08    0.11931E-05   -0.38038E-08    0.22145E-11
   169    0.49562E+04   -0.40984E+02    0.11763E-05   -0.40984E+02    0.89897E+00   -0.37750E-08    0.11763E-05   -0.37750E-08    0.21754E-11
   170    0.49837E+04   -0.40491E+02    0.11597E-05   -0.40491E+02    0.88822E+00   -0.37455E-08    0.11597E-05   -0.37455E-08    0.21373E-11
   171    0.50107E+04   -0.39969E+02    0.11435E-05   -0.39969E+02    0.87743E+00   -0.37147E-08    0.11435E-05   -0.37147E-08    0.21000E-11
   172    0.50374E+04   -0.39419E+02    0.11276E-05   -0.39419E+02    0.86653E+00   -0.36822E-08    0.11276E-05   -0.36822E-08    0.20636E-11
   173    0.50635E+04   -0.38841E+02    0.11119E-05   -0.38841E+02    0.85550E+00   -0.36473E-08    0.11119E-05   -0.36473E-08    0.20280E-11
   174    0.50893E+04   -0.38236E+02    0.10966E-05   -0.38236E+02    0.84466E+00   -0.36094E-08    0.10966E-05   -0.36094E-08    0.19931E-11
   175    0.51146E+04   -0.37603E+02    0.10815E-05   -0.37603E+02    0.83371E+00   -0.35678E-08    0.10815E-05   -0.35678E-08    0.19590E-11
   176    0.51394E+04   -0.36942E+02    0.10667E-05   -0.36942E+02    0.82287E+00   -0.35222E-08    0.10667E-05   -0.35222E-08    0.19256E-11
   177    0.51638E+04   -0.36253E+02    0.10521E-05   -0.36253E+02    0.81206E+00   -0.34726E-08    0.10521E-05   -0.34726E-08    0.18929E-11
   178    0.51877E+04   -0.35537E+02    0.10379E-05   -0.35537E+02    0.80152E+00   -0.34192E-08    0.10379E-05   -0.34192E-08    0.18610E-11
