#    L    TT             EE             BB             TE          
   240    0.55633E+04    0.17947E+01    0.17829E-01    0.49679E+02
   241    0.55503E+04    0.18593E+01    0.17981E-01    0.51355E+02
   242    0.55366E+04    0.19261E+01    0.18133E-01    0.53027E+02
   243    0.55223E+04    0.19950E+01    0.18285E-01    0.54694E+02
   244    0.55074E+04    0.20661E+01    0.18437E-01    0.56355E+02
   245    0.54920E+04    0.21394E+01    0.18590E-01    0.58008E+02
   246    0.54760E+04    0.22150E+01    0.18742E-01    0.59655E+02
   247    0.54594E+04    0.22926E+01    0.18894E-01    0.61292E+02
   248    0.54423E+04    0.23728E+01    0.19046E-01    0.62921E+02
   249    0.54247E+04    0.24550E+01    0.19198E-01    0.64540E+02
   250    0.54065E+04    0.25397E+01    0.19350E-01    0.66148E+02
   251    0.53879E+04    0.26264E+01    0.19501E-01    0.67746E+02
   252    0.53686E+04    0.27156E+01    0.19653E-01    0.69331E+02
   253    0.53490E+04    0.28068E+01    0.19804E-01    0.70904E+02
   254    0.53288E+04    0.29005E+01    0.19955E-01    0.72463E+02
   255    0.53080E+04    0.29964E+01    0.20106E-01    0.74008E+02
   256    0.52868E+04    0.30947E+01    0.20257E-01    0.75540E+02
   257    0.52652E+04    0.31950E+01    0.20407E-01    0.77051E+02
   258    0.52431E+04    0.32978E+01    0.20557E-01    0.78552E+02
   259    0.52205E+04    0.34029E+01    0.20707E-01    0.80030E+02
   260    0.51975E+04    0.35102E+01    0.20857E-01    0.81499E+02
   261    0.51740E+04    0.36197E+01    0.21006E-01    0.82937E+02
   262    0.51500E+04    0.37316E+01    0.21155E-01    0.84366E+02
   263    0.51258E+04    0.38457E+01    0.21304E-01    0.85778E+02
   264    0.51011E+04    0.39620E+01    0.21452E-01    0.87167E+02
   265    0.50758E+04    0.40805E+01    0.21599E-01    0.88524E+02
   266    0.50502E+04    0.42014E+01    0.21747E-01    0.89873E+02
   267    0.50241E+04    0.43243E+01    0.21894E-01    0.91191E+02
   268    0.49977E+04    0.44496E+01    0.22040E-01    0.92492E+02
   269    0.49707E+04    0.45770E+01    0.22186E-01    0.93769E+02
   270    0.49435E+04    0.47065E+01    0.22332E-01    0.95023E+02
   271    0.49159E+04    0.48381E+01    0.22477E-01    0.96253E+02
   272    0.48880E+04    0.49721E+01    0.22622E-01    0.97452E+02
   273    0.48597E+04    0.51078E+01    0.22766E-01    0.98634E+02
   274    0.48312E+04    0.52460E+01    0.22909E-01    0.99778E+02
   275    0.48022E+04    0.53859E+01    0.23052E-01    0.10091E+03
   276    0.47731E+04    0.55279E+01    0.23195E-01    0.10200E+03
   277    0.47435E+04    0.56720E+01    0.23337E-01    0.10307E+03
   278    0.47136E+04    0.58181E+01    0.23478E-01    0.10410E+03
   279    0.46835E+04    0.59661E+01    0.23619E-01    0.10511E+03
   280    0.46531E+04    0.61159E+01    0.23759E-01    0.10609E+03
   281    0.46226E+04    0.62678E+01    0.23899E-01    0.10704E+03
   282    0.45917E+04    0.64213E+01    0.24038E-01    0.10796E+03
   283    0.45605E+04    0.65767E+01    0.24177E-01    0.10885E+03
   284    0.45292E+04    0.67339E+01    0.24315E-01    0.10970E+03
   285    0.44977E+04    0.68930E+01    0.24452E-01    0.11053E+03
   286    0.44659E+04    0.70537E+01    0.24589E-01    0.11131E+03
   287    0.44339E+04    0.72160E+01    0.24725E-01    0.11207E+03
   288    0.44017E+04    0.73800E+01    0.24860E-01    0.11280E+03
   289    0.43693E+04    0.75456E+01    0.24995E-01    0.11349E+03
   290    0.43368E+04    0.77126E+01    0.25129E-01    0.11415E+03
   291    0.43042E+04    0.78818E+01    0.25263E-01    0.11477E+03
   292    0.42711E+04    0.80521E+01    0.25396E-01    0.11536E+03
   293    0.42382E+04    0.82230E+01    0.25528E-01    0.11591E+03
   294    0.42050E+04    0.83960E+01    0.25660E-01    0.11643E+03
   295    0.41719E+04    0.85698E+01    0.25791E-01    0.11691E+03
   296    0.41385E+04    0.87456E+01    0.25921E-01    0.11735E+03
   297    0.41051E+04    0.89215E+01    0.26050E-01    0.11777E+03
   298    0.40714E+04    0.90994E+01    0.26179E-01    0.11814E+03
   299    0.40378E+04    0.92788E+01    0.26308E-01    0.11847E+03
   300    0.40041E+04    0.94580E+01    0.26435E-01    0.11876E+03
   301    0.39702E+04    0.96387E+01    0.26562E-01    0.11902E+03
   302    0.39364E+04    0.98200E+01    0.26688E-01    0.11925E+03
   303    0.39026E+04    0.10003E+02    0.26814E-01    0.11944E+03
   304    0.38687E+04    0.10187E+02    0.26939E-01    0.11958E+03
   305    0.38348E+04    0.10371E+02    0.27063E-01    0.11969E+03
   306    0.38008E+04    0.10555E+02    0.27186E-01    0.11976E+03
   307    0.37669E+04    0.10741E+02    0.27309E-01    0.11978E+03
   308    0.37330E+04    0.10928E+02    0.27431E-01    0.11978E+03
   309    0.36992E+04    0.11115E+02    0.27552E-01    0.11973E+03
   310    0.36653E+04    0.11301E+02    0.27673E-01    0.11965E+03
   311    0.36315E+04    0.11490E+02    0.27793E-01    0.11952E+03
   312    0.35979E+04    0.11677E+02    0.27912E-01    0.11937E+03
   313    0.35642E+04    0.11866E+02    0.28031E-01    0.11916E+03
   314    0.35306E+04    0.12054E+02    0.28149E-01    0.11893E+03
   315    0.34971E+04    0.12243E+02    0.28266E-01    0.11865E+03
   316    0.34638E+04    0.12431E+02    0.28383E-01    0.11834E+03
   317    0.34305E+04    0.12619E+02    0.28499E-01    0.11798E+03
   318    0.33973E+04    0.12808E+02    0.28614E-01    0.11759E+03
   319    0.33642E+04    0.12996E+02    0.28728E-01    0.11716E+03
   320    0.33314E+04    0.13184E+02    0.28842E-01    0.11670E+03
   321    0.32986E+04    0.13373E+02    0.28955E-01    0.11620E+03
   322    0.32660E+04    0.13560E+02    0.29068E-01    0.11566E+03
   323    0.32336E+04    0.13747E+02    0.29180E-01    0.11508E+03
   324    0.32013E+04    0.13935E+02    0.29291E-01    0.11445E+03
   325    0.31693E+04    0.14119E+02    0.29401E-01    0.11381E+03
   326    0.31374E+04    0.14305E+02    0.29511E-01    0.11311E+03
   327    0.31057E+04    0.14490E+02    0.29621E-01    0.11238E+03
   328    0.30742E+04    0.14673E+02    0.29729E-01    0.11162E+03
   329    0.30430E+04    0.14856E+02    0.29837E-01    0.11082E+03
   330    0.30119E+04    0.15037E+02    0.29945E-01    0.10998E+03
   331    0.29812E+04    0.15218E+02    0.30052E-01    0.10911E+03
   332    0.29507E+04    0.15398E+02    0.30158E-01    0.10821E+03
   333    0.29204E+04    0.15577E+02    0.30264E-01    0.10727E+03
   334    0.28904E+04    0.15755E+02    0.30369E-01    0.10630E+03
   335    0.28605E+04    0.15930E+02    0.30474E-01    0.10529E+03
   336    0.28310E+04    0.16104E+02    0.30578E-01    0.10425E+03
   337    0.28018E+04    0.16278E+02    0.30682E-01    0.10317E+03
   338    0.27729E+04    0.16449E+02    0.30785E-01    0.10206E+03
   339    0.27443E+04    0.16620E+02    0.30888E-01    0.10092E+03
   340    0.27160E+04    0.16788E+02    0.30990E-01    0.99755E+02
   341    0.26880E+04    0.16955E+02    0.31092E-01    0.98546E+02
   342    0.26603E+04    0.17120E+02    0.31193E-01    0.97308E+02
   343    0.26329E+04    0.17283E+02    0.31294E-01    0.96041E+02
   344    0.26059E+04    0.17444E+02    0.31395E-01    0.94745E+02
   345    0.25792E+04    0.17603E+02    0.31495E-01    0.93419E+02
   346    0.25529E+04    0.17761E+02    0.31595E-01    0.92072E+02
   347    0.25269E+04    0.17915E+02    0.31695E-01    0.90688E+02
   348    0.25012E+04    0.18067E+02    0.31794E-01    0.89276E+02
   349    0.24759E+04    0.18218E+02    0.31893E-01    0.87834E+02
   350    0.24510E+04    0.18365E+02    0.31992E-01    0.86371E+02
   351    0.24266E+04    0.18511E+02    0.32091E-01    0.84878E+02
   352    0.24024E+04    0.18654E+02    0.32189E-01    0.83357E+02
   353    0.23786E+04    0.18794E+02    0.32287E-01    0.81822E+02
   354    0.23552E+04    0.18932E+02    0.32385E-01    0.80251E+02
   355    0.23322E+04    0.19067E+02    0.32483E-01    0.78658E+02
   356    0.23096E+04    0.19200E+02    0.32581E-01    0.77051E+02
   357    0.22874E+04    0.19329E+02    0.32679E-01    0.75416E+02
   358    0.22657E+04    0.19455E+02    0.32776E-01    0.73767E+02
   359    0.22443E+04    0.19578E+02    0.32874E-01    0.72089E+02
   360    0.22233E+04    0.19699E+02    0.32971E-01    0.70393E+02
   361    0.22027E+04    0.19817E+02    0.33068E-01    0.68676E+02
   362    0.21826E+04    0.19932E+02    0.33166E-01    0.66940E+02
   363    0.21629E+04    0.20044E+02    0.33263E-01    0.65187E+02
   364    0.21436E+04    0.20152E+02    0.33361E-01    0.63414E+02
   365    0.21247E+04    0.20257E+02    0.33458E-01    0.61626E+02
   366    0.21063E+04    0.20359E+02    0.33556E-01    0.59821E+02
   367    0.20883E+04    0.20457E+02    0.33653E-01    0.58002E+02
   368    0.20706E+04    0.20552E+02    0.33751E-01    0.56168E+02
   369    0.20536E+04    0.20644E+02    0.33849E-01    0.54319E+02
   370    0.20369E+04    0.20732E+02    0.33947E-01    0.52460E+02
   371    0.20206E+04    0.20817E+02    0.34046E-01    0.50586E+02
   372    0.20048E+04    0.20898E+02    0.34144E-01    0.48702E+02
   373    0.19894E+04    0.20975E+02    0.34243E-01    0.46806E+02
   374    0.19744E+04    0.21050E+02    0.34342E-01    0.44901E+02
   375    0.19599E+04    0.21120E+02    0.34441E-01    0.42988E+02
   376    0.19459E+04    0.21188E+02    0.34540E-01    0.41065E+02
   377    0.19323E+04    0.21251E+02    0.34640E-01    0.39136E+02
   378    0.19191E+04    0.21310E+02    0.34740E-01    0.37199E+02
   379    0.19064E+04    0.21366E+02    0.34840E-01    0.35258E+02
   380    0.18942E+04    0.21419E+02    0.34941E-01    0.33310E+02
   381    0.18824E+04    0.21465E+02    0.35042E-01    0.31358E+02
   382    0.18709E+04    0.21509E+02    0.35143E-01    0.29404E+02
   383    0.18600E+04    0.21549E+02    0.35245E-01    0.27446E+02
   384    0.18496E+04    0.21585E+02    0.35347E-01    0.25487E+02
   385    0.18395E+04    0.21618E+02    0.35450E-01    0.23526E+02
   386    0.18299E+04    0.21647E+02    0.35553E-01    0.21566E+02
   387    0.18207E+04    0.21671E+02    0.35656E-01    0.19606E+02
   388    0.18120E+04    0.21691E+02    0.35760E-01    0.17647E+02
   389    0.18037E+04    0.21705E+02    0.35864E-01    0.15691E+02
   390    0.17958E+04    0.21719E+02    0.35969E-01    0.13739E+02
   391    0.17884E+04    0.21727E+02    0.36075E-01    0.11790E+02
   392    0.17814E+04    0.21733E+02    0.36181E-01    0.98461E+01
   393    0.17749E+04    0.21734E+02    0.36287E-01    0.79074E+01
   394    0.17688E+04    0.21731E+02    0.36394E-01    0.59759E+01
   395    0.17630E+04    0.21723E+02    0.36502E-01    0.40502E+01
