#    L    TT             EE             BB             TE             PP             TP             EP          
    22    0.92398E+03    0.79767E-02    0.00000E+00    0.15566E+01    0.13749E-06    0.16097E-02   -0.23136E-05
    23    0.93759E+03    0.87842E-02    0.00000E+00    0.15951E+01    0.13837E-06    0.15595E-02   -0.16607E-05
    24    0.95161E+03    0.98469E-02    0.00000E+00    0.16309E+01    0.13912E-06    0.15119E-02   -0.10295E-05
    25    0.96597E+03    0.11199E-01    0.00000E+00    0.16673E+01    0.13975E-06    0.14669E-02   -0.55437E-06
    26    0.98050E+03    0.12822E-01    0.00000E+00    0.17083E+01    0.14027E-06    0.14241E-02   -0.31200E-06
    27    0.99543E+03    0.14664E-01    0.00000E+00    0.17521E+01    0.14069E-06    0.13834E-02   -0.22987E-06
    28    0.10106E+04    0.16700E-01    0.00000E+00    0.17971E+01    0.14102E-06    0.13444E-02   -0.22220E-06
    29    0.10261E+04    0.18934E-01    0.00000E+00    0.18420E+01    0.14126E-06    0.13075E-02   -0.29632E-06
    30    0.10418E+04    0.21380E-01    0.00000E+00    0.18842E+01    0.14141E-06    0.12728E-02   -0.47560E-06
    31    0.10576E+04    0.24024E-01    0.00000E+00    0.19206E+01    0.14148E-06    0.12400E-02   -0.75550E-06
    32    0.10737E+04    0.26842E-01    0.00000E+00    0.19481E+01    0.14149E-06    0.12084E-02   -0.11041E-05
    33    0.10902E+04    0.29841E-01    0.00000E+00    0.19637E+01    0.14144E-06    0.11778E-02   -0.14079E-05
    34    0.11069E+04    0.33040E-01    0.00000E+00    0.19667E+01    0.14133E-06    0.11480E-02   -0.15557E-05
    35    0.11238E+04    0.36447E-01    0.00000E+00    0.19597E+01    0.14117E-06    0.11190E-02   -0.15251E-05
    36    0.11407E+04    0.40068E-01    0.00000E+00    0.19441E+01    0.14096E-06    0.10911E-02   -0.13382E-05
    37    0.11577E+04    0.43913E-01    0.00000E+00    0.19157E+01    0.14070E-06    0.10646E-02   -0.11065E-05
    38    0.11752E+04    0.47997E-01    0.00000E+00    0.18723E+01    0.14040E-06    0.10398E-02   -0.93372E-06
    39    0.11930E+04    0.52333E-01    0.00000E+00    0.18169E+01    0.14006E-06    0.10163E-02   -0.80516E-06
    40    0.12110E+04    0.56937E-01    0.00000E+00    0.17534E+01    0.13968E-06    0.99380E-03   -0.67677E-06
    41    0.12292E+04    0.61829E-01    0.00000E+00    0.16846E+01    0.13926E-06    0.97176E-03   -0.51730E-06
    42    0.12474E+04    0.67012E-01    0.00000E+00    0.16086E+01    0.13882E-06    0.95022E-03   -0.34603E-06
    43    0.12657E+04    0.72485E-01    0.00000E+00    0.15226E+01    0.13834E-06    0.92928E-03   -0.19477E-06
    44    0.12841E+04    0.78233E-01    0.00000E+00    0.14246E+01    0.13784E-06    0.90907E-03   -0.95224E-07
    45    0.13028E+04    0.84252E-01    0.00000E+00    0.13126E+01    0.13730E-06    0.88969E-03   -0.79019E-07
    46    0.13217E+04    0.90538E-01    0.00000E+00    0.11834E+01    0.13675E-06    0.87121E-03   -0.16576E-06
    47    0.13409E+04    0.97092E-01    0.00000E+00    0.10386E+01    0.13618E-06    0.85349E-03   -0.32730E-06
    48    0.13601E+04    0.10392E+00    0.00000E+00    0.88376E+00    0.13558E-06    0.83638E-03   -0.52367E-06
    49    0.13794E+04    0.11100E+00    0.00000E+00    0.72362E+00    0.13497E-06    0.81970E-03   -0.71500E-06
    50    0.13992E+04    0.11831E+00    0.00000E+00    0.55628E+00    0.13434E-06    0.80329E-03   -0.86153E-06
    51    0.14192E+04    0.12582E+00    0.00000E+00    0.37802E+00    0.13370E-06    0.78702E-03   -0.93380E-06
    52    0.14395E+04    0.13362E+00    0.00000E+00    0.18361E+00    0.13304E-06    0.77103E-03   -0.94329E-06
    53    0.14599E+04    0.14186E+00    0.00000E+00   -0.30709E-01    0.13237E-06    0.75549E-03   -0.91165E-06
    54    0.14803E+04    0.15053E+00    0.00000E+00   -0.26074E+00    0.13169E-06    0.74057E-03   -0.86047E-06
    55    0.15008E+04    0.15961E+00    0.00000E+00   -0.50214E+00    0.13100E-06    0.72646E-03   -0.81130E-06
    56    0.15216E+04    0.16895E+00    0.00000E+00   -0.75667E+00    0.13029E-06    0.71326E-03   -0.78048E-06
    57    0.15428E+04    0.17845E+00    0.00000E+00   -0.10240E+01    0.12958E-06    0.70085E-03   -0.76366E-06
    58    0.15642E+04    0.18812E+00    0.00000E+00   -0.13045E+01    0.12887E-06    0.68907E-03   -0.75135E-06
    59    0.15859E+04    0.19799E+00    0.00000E+00   -0.15986E+01    0.12814E-06    0.67774E-03   -0.73405E-06
    60    0.16077E+04    0.20812E+00    0.00000E+00   -0.19053E+01    0.12741E-06    0.66667E-03   -0.70230E-06
    61    0.16300E+04    0.21860E+00    0.00000E+00   -0.22235E+01    0.12666E-06    0.65572E-03   -0.65020E-06
    62    0.16521E+04    0.22942E+00    0.00000E+00   -0.25544E+01    0.12592E-06    0.64487E-03   -0.58599E-06
    63    0.16744E+04    0.24054E+00    0.00000E+00   -0.28994E+01    0.12517E-06    0.63413E-03   -0.52146E-06
    64    0.16971E+04    0.25195E+00    0.00000E+00   -0.32600E+01    0.12441E-06    0.62349E-03   -0.46838E-06
    65    0.17199E+04    0.26365E+00    0.00000E+00   -0.36374E+01    0.12366E-06    0.61297E-03   -0.43848E-06
    66    0.17430E+04    0.27554E+00    0.00000E+00   -0.40298E+01    0.12290E-06    0.60258E-03   -0.44053E-06
    67    0.17663E+04    0.28765E+00    0.00000E+00   -0.44343E+01    0.12214E-06    0.59240E-03   -0.47141E-06
    68    0.17900E+04    0.30001E+00    0.00000E+00   -0.48489E+01    0.12138E-06    0.58249E-03   -0.52505E-06
    69    0.18139E+04    0.31258E+00    0.00000E+00   -0.52716E+01    0.12062E-06    0.57294E-03   -0.59536E-06
    70    0.18381E+04    0.32540E+00    0.00000E+00   -0.57036E+01    0.11986E-06    0.56383E-03   -0.67629E-06
    71    0.18625E+04    0.33847E+00    0.00000E+00   -0.61472E+01    0.11909E-06    0.55520E-03   -0.76098E-06
    72    0.18871E+04    0.35176E+00    0.00000E+00   -0.66037E+01    0.11833E-06    0.54701E-03   -0.83934E-06
    73    0.19119E+04    0.36523E+00    0.00000E+00   -0.70738E+01    0.11757E-06    0.53919E-03   -0.90047E-06
    74    0.19369E+04    0.37887E+00    0.00000E+00   -0.75568E+01    0.11681E-06    0.53166E-03   -0.93350E-06
    75    0.19622E+04    0.39269E+00    0.00000E+00   -0.80513E+01    0.11606E-06    0.52434E-03   -0.92758E-06
    76    0.19878E+04    0.40668E+00    0.00000E+00   -0.85568E+01    0.11530E-06    0.51717E-03   -0.87667E-06
    77    0.20137E+04    0.42085E+00    0.00000E+00   -0.90731E+01    0.11454E-06    0.51013E-03   -0.79407E-06
    78    0.20400E+04    0.43521E+00    0.00000E+00   -0.96017E+01    0.11378E-06    0.50318E-03   -0.69787E-06
    79    0.20665E+04    0.44970E+00    0.00000E+00   -0.10139E+02    0.11303E-06    0.49631E-03   -0.60617E-06
    80    0.20933E+04    0.46433E+00    0.00000E+00   -0.10686E+02    0.11228E-06    0.48949E-03   -0.53703E-06
    81    0.21203E+04    0.47906E+00    0.00000E+00   -0.11243E+02    0.11153E-06    0.48271E-03   -0.50451E-06
    82    0.21476E+04    0.49389E+00    0.00000E+00   -0.11810E+02    0.11078E-06    0.47599E-03   -0.50676E-06
    83    0.21751E+04    0.50880E+00    0.00000E+00   -0.12386E+02    0.11003E-06    0.46938E-03   -0.53793E-06
    84    0.22028E+04    0.52380E+00    0.00000E+00   -0.12968E+02    0.10929E-06    0.46290E-03   -0.59217E-06
    85    0.22307E+04    0.53885E+00    0.00000E+00   -0.13559E+02    0.10856E-06    0.45660E-03   -0.66367E-06
    86    0.22588E+04    0.55397E+00    0.00000E+00   -0.14156E+02    0.10782E-06    0.45050E-03   -0.74661E-06
    87    0.22874E+04    0.56913E+00    0.00000E+00   -0.14759E+02    0.10709E-06    0.44460E-03   -0.83532E-06
    88    0.23159E+04    0.58435E+00    0.00000E+00   -0.15368E+02    0.10636E-06    0.43887E-03   -0.92413E-06
    89    0.23448E+04    0.59959E+00    0.00000E+00   -0.15985E+02    0.10564E-06    0.43330E-03   -0.10074E-05
    90    0.23740E+04    0.61484E+00    0.00000E+00   -0.16607E+02    0.10492E-06    0.42787E-03   -0.10795E-05
    91    0.24032E+04    0.63008E+00    0.00000E+00   -0.17234E+02    0.10421E-06    0.42257E-03   -0.11358E-05
    92    0.24328E+04    0.64529E+00    0.00000E+00   -0.17866E+02    0.10350E-06    0.41739E-03   -0.11766E-05
    93    0.24627E+04    0.66047E+00    0.00000E+00   -0.18503E+02    0.10279E-06    0.41233E-03   -0.12030E-05
    94    0.24927E+04    0.67558E+00    0.00000E+00   -0.19143E+02    0.10209E-06    0.40739E-03   -0.12163E-05
    95    0.25229E+04    0.69062E+00    0.00000E+00   -0.19788E+02    0.10139E-06    0.40256E-03   -0.12176E-05
    96    0.25532E+04    0.70558E+00    0.00000E+00   -0.20436E+02    0.10070E-06    0.39784E-03   -0.12082E-05
    97    0.25839E+04    0.72044E+00    0.00000E+00   -0.21086E+02    0.10001E-06    0.39321E-03   -0.11894E-05
    98    0.26148E+04    0.73519E+00    0.00000E+00   -0.21737E+02    0.99330E-07    0.38869E-03   -0.11623E-05
    99    0.26459E+04    0.74980E+00    0.00000E+00   -0.22392E+02    0.98650E-07    0.38427E-03   -0.11282E-05
   100    0.26772E+04    0.76427E+00    0.00000E+00   -0.23046E+02    0.97975E-07    0.37994E-03   -0.10883E-05
   101    0.27087E+04    0.77865E+00    0.00000E+00   -0.23701E+02    0.97305E-07    0.37569E-03   -0.10439E-05
   102    0.27407E+04    0.79280E+00    0.00000E+00   -0.24357E+02    0.96640E-07    0.37153E-03   -0.99607E-06
   103    0.27726E+04    0.80680E+00    0.00000E+00   -0.25012E+02    0.95979E-07    0.36746E-03   -0.94614E-06
   104    0.28048E+04    0.82063E+00    0.00000E+00   -0.25666E+02    0.95322E-07    0.36346E-03   -0.89529E-06
   105    0.28371E+04    0.83423E+00    0.00000E+00   -0.26318E+02    0.94671E-07    0.35953E-03   -0.84475E-06
   106    0.28696E+04    0.84768E+00    0.00000E+00   -0.26969E+02    0.94024E-07    0.35568E-03   -0.79574E-06
   107    0.29021E+04    0.86082E+00    0.00000E+00   -0.27616E+02    0.93382E-07    0.35189E-03   -0.74948E-06
   108    0.29350E+04    0.87373E+00    0.00000E+00   -0.28262E+02    0.92745E-07    0.34816E-03   -0.70718E-06
   109    0.29680E+04    0.88633E+00    0.00000E+00   -0.28903E+02    0.92112E-07    0.34449E-03   -0.67006E-06
   110    0.30011E+04    0.89862E+00    0.00000E+00   -0.29539E+02    0.91485E-07    0.34088E-03   -0.63934E-06
   111    0.30344E+04    0.91068E+00    0.00000E+00   -0.30171E+02    0.90863E-07    0.33732E-03   -0.61594E-06
   112    0.30678E+04    0.92244E+00    0.00000E+00   -0.30798E+02    0.90245E-07    0.33381E-03   -0.59959E-06
   113    0.31015E+04    0.93389E+00    0.00000E+00   -0.31419E+02    0.89633E-07    0.33036E-03   -0.58973E-06
   114    0.31353E+04    0.94496E+00    0.00000E+00   -0.32033E+02    0.89025E-07    0.32695E-03   -0.58580E-06
   115    0.31692E+04    0.95580E+00    0.00000E+00   -0.32640E+02    0.88423E-07    0.32359E-03   -0.58723E-06
   116    0.32032E+04    0.96618E+00    0.00000E+00   -0.33240E+02    0.87825E-07    0.32029E-03   -0.59348E-06
   117    0.32375E+04    0.97618E+00    0.00000E+00   -0.33831E+02    0.87232E-07    0.31703E-03   -0.60398E-06
   118    0.32720E+04    0.98595E+00    0.00000E+00   -0.34414E+02    0.86644E-07    0.31383E-03   -0.61816E-06
   119    0.33064E+04    0.99534E+00    0.00000E+00   -0.34986E+02    0.86061E-07    0.31067E-03   -0.63548E-06
   120    0.33410E+04    0.10042E+01    0.00000E+00   -0.35549E+02    0.85482E-07    0.30756E-03   -0.65536E-06
   121    0.33756E+04    0.10128E+01    0.00000E+00   -0.36102E+02    0.84909E-07    0.30450E-03   -0.67726E-06
   122    0.34103E+04    0.10209E+01    0.00000E+00   -0.36643E+02    0.84340E-07    0.30149E-03   -0.70061E-06
   123    0.34451E+04    0.10286E+01    0.00000E+00   -0.37174E+02    0.83776E-07    0.29853E-03   -0.72486E-06
   124    0.34799E+04    0.10358E+01    0.00000E+00   -0.37690E+02    0.83217E-07    0.29561E-03   -0.74944E-06
   125    0.35147E+04    0.10426E+01    0.00000E+00   -0.38195E+02    0.82662E-07    0.29274E-03   -0.77380E-06
   126    0.35496E+04    0.10491E+01    0.00000E+00   -0.38687E+02    0.82112E-07    0.28992E-03   -0.79739E-06
   127    0.35845E+04    0.10550E+01    0.00000E+00   -0.39166E+02    0.81567E-07    0.28715E-03   -0.81964E-06
   128    0.36194E+04    0.10605E+01    0.00000E+00   -0.39631E+02    0.81027E-07    0.28442E-03   -0.83999E-06
   129    0.36544E+04    0.10655E+01    0.00000E+00   -0.40080E+02    0.80491E-07    0.28174E-03   -0.85790E-06
   130    0.36894E+04    0.10699E+01    0.00000E+00   -0.40514E+02    0.79960E-07    0.27910E-03   -0.87280E-06
   131    0.37244E+04    0.10740E+01    0.00000E+00   -0.40934E+02    0.79434E-07    0.27651E-03   -0.88426E-06
   132    0.37594E+04    0.10776E+01    0.00000E+00   -0.41337E+02    0.78912E-07    0.27396E-03   -0.89240E-06
   133    0.37944E+04    0.10807E+01    0.00000E+00   -0.41724E+02    0.78395E-07    0.27146E-03   -0.89745E-06
   134    0.38293E+04    0.10833E+01    0.00000E+00   -0.42092E+02    0.77882E-07    0.26900E-03   -0.89964E-06
   135    0.38643E+04    0.10854E+01    0.00000E+00   -0.42444E+02    0.77374E-07    0.26657E-03   -0.89921E-06
   136    0.38991E+04    0.10870E+01    0.00000E+00   -0.42776E+02    0.76871E-07    0.26419E-03   -0.89639E-06
   137    0.39339E+04    0.10881E+01    0.00000E+00   -0.43089E+02    0.76372E-07    0.26184E-03   -0.89142E-06
   138    0.39686E+04    0.10888E+01    0.00000E+00   -0.43384E+02    0.75877E-07    0.25953E-03   -0.88453E-06
   139    0.40031E+04    0.10890E+01    0.00000E+00   -0.43658E+02    0.75386E-07    0.25725E-03   -0.87597E-06
   140    0.40376E+04    0.10886E+01    0.00000E+00   -0.43913E+02    0.74900E-07    0.25500E-03   -0.86596E-06
   141    0.40720E+04    0.10878E+01    0.00000E+00   -0.44146E+02    0.74418E-07    0.25279E-03   -0.85473E-06
   142    0.41063E+04    0.10865E+01    0.00000E+00   -0.44359E+02    0.73941E-07    0.25060E-03   -0.84254E-06
   143    0.41405E+04    0.10847E+01    0.00000E+00   -0.44551E+02    0.73467E-07    0.24845E-03   -0.82960E-06
   144    0.41746E+04    0.10824E+01    0.00000E+00   -0.44721E+02    0.72998E-07    0.24631E-03   -0.81615E-06
   145    0.42084E+04    0.10797E+01    0.00000E+00   -0.44869E+02    0.72533E-07    0.24421E-03   -0.80243E-06
   146    0.42424E+04    0.10765E+01    0.00000E+00   -0.44995E+02    0.72072E-07    0.24213E-03   -0.78868E-06
   147    0.42760E+04    0.10729E+01    0.00000E+00   -0.45097E+02    0.71615E-07    0.24007E-03   -0.77512E-06
   148    0.43094E+04    0.10687E+01    0.00000E+00   -0.45178E+02    0.71162E-07    0.23804E-03   -0.76199E-06
   149    0.43427E+04    0.10642E+01    0.00000E+00   -0.45234E+02    0.70713E-07    0.23602E-03   -0.74953E-06
   150    0.43758E+04    0.10592E+01    0.00000E+00   -0.45265E+02    0.70268E-07    0.23402E-03   -0.73797E-06
   151    0.44087E+04    0.10539E+01    0.00000E+00   -0.45272E+02    0.69827E-07    0.23204E-03   -0.72749E-06
   152    0.44412E+04    0.10480E+01    0.00000E+00   -0.45256E+02    0.69390E-07    0.23007E-03   -0.71807E-06
   153    0.44737E+04    0.10417E+01    0.00000E+00   -0.45212E+02    0.68956E-07    0.22813E-03   -0.70964E-06
   154    0.45059E+04    0.10351E+01    0.00000E+00   -0.45145E+02    0.68527E-07    0.22620E-03   -0.70213E-06
   155    0.45378E+04    0.10281E+01    0.00000E+00   -0.45052E+02    0.68101E-07    0.22428E-03   -0.69545E-06
   156    0.45694E+04    0.10208E+01    0.00000E+00   -0.44934E+02    0.67679E-07    0.22239E-03   -0.68955E-06
   157    0.46009E+04    0.10131E+01    0.00000E+00   -0.44789E+02    0.67261E-07    0.22051E-03   -0.68434E-06
   158    0.46321E+04    0.10051E+01    0.00000E+00   -0.44619E+02    0.66846E-07    0.21865E-03   -0.67975E-06
   159    0.46630E+04    0.99671E+00    0.00000E+00   -0.44422E+02    0.66436E-07    0.21681E-03   -0.67571E-06
   160    0.46936E+04    0.98803E+00    0.00000E+00   -0.44198E+02    0.66028E-07    0.21498E-03   -0.67215E-06
   161    0.47240E+04    0.97914E+00    0.00000E+00   -0.43949E+02    0.65625E-07    0.21317E-03   -0.66899E-06
   162    0.47541E+04    0.96990E+00    0.00000E+00   -0.43673E+02    0.65225E-07    0.21139E-03   -0.66615E-06
   163    0.47839E+04    0.96039E+00    0.00000E+00   -0.43370E+02    0.64828E-07    0.20961E-03   -0.66358E-06
   164    0.48134E+04    0.95067E+00    0.00000E+00   -0.43041E+02    0.64435E-07    0.20786E-03   -0.66119E-06
   165    0.48426E+04    0.94068E+00    0.00000E+00   -0.42683E+02    0.64046E-07    0.20613E-03   -0.65891E-06
   166    0.48715E+04    0.93057E+00    0.00000E+00   -0.42299E+02    0.63660E-07    0.20441E-03   -0.65667E-06
   167    0.49002E+04    0.92011E+00    0.00000E+00   -0.41889E+02    0.63278E-07    0.20271E-03   -0.65439E-06
   168    0.49284E+04    0.90967E+00    0.00000E+00   -0.41451E+02    0.62898E-07    0.20103E-03   -0.65200E-06
   169    0.49562E+04    0.89897E+00    0.00000E+00   -0.40984E+02    0.62523E-07    0.19937E-03   -0.64944E-06
   170    0.49837E+04    0.88822E+00    0.00000E+00   -0.40491E+02    0.62150E-07    0.19773E-03   -0.64662E-06
   171    0.50107E+04    0.87743E+00    0.00000E+00   -0.39969E+02    0.61781E-07    0.19610E-03   -0.64347E-06
   172    0.50374E+04    0.86653E+00    0.00000E+00   -0.39419E+02    0.61416E-07    0.19450E-03   -0.63992E-06
   173    0.50635E+04    0.85550E+00    0.00000E+00   -0.38841E+02    0.61053E-07    0.19291E-03   -0.63590E-06
   174    0.50893E+04    0.84466E+00    0.00000E+00   -0.38236E+02    0.60694E-07    0.19135E-03   -0.63134E-06
   175    0.51146E+04    0.83371E+00    0.00000E+00   -0.37603E+02    0.60338E-07    0.18980E-03   -0.62615E-06
   176    0.51394E+04    0.82287E+00    0.00000E+00   -0.36942E+02    0.59985E-07    0.18827E-03   -0.62030E-06
   177    0.51638E+04    0.81206E+00    0.00000E+00   -0.36253E+02    0.59635E-07    0.18676E-03   -0.61377E-06
   178    0.51877E+04    0.80152E+00    0.00000E+00   -0.35537E+02    0.59289E-07    0.18527E-03   -0.60661E-06
   179    0.52111E+04    0.79095E+00    0.00000E+00   -0.34792E+02    0.58945E-07    0.18380E-03   -0.59884E-06
   180    0.52342E+04    0.78056E+00    0.00000E+00   -0.34020E+02    0.58605E-07    0.18234E-03   -0.59047E-06
   181    0.52567E+04    0.77037E+00    0.00000E+00   -0.33222E+02    0.58267E-07    0.18090E-03   -0.58155E-06
   182    0.52787E+04    0.76045E+00    0.00000E+00   -0.32396E+02    0.57933E-07    0.17948E-03   -0.57208E-06
   183    0.53001E+04    0.75072E+00    0.00000E+00   -0.31543E+02    0.57601E-07    0.17807E-03   -0.56211E-06
   184    0.53212E+04    0.74126E+00    0.00000E+00   -0.30663E+02    0.57273E-07    0.17668E-03   -0.55165E-06
   185    0.53417E+04    0.73223E+00    0.00000E+00   -0.29757E+02    0.56947E-07    0.17531E-03   -0.54074E-06
   186    0.53614E+04    0.72347E+00    0.00000E+00   -0.28824E+02    0.56624E-07    0.17395E-03   -0.52939E-06
   187    0.53810E+04    0.71514E+00    0.00000E+00   -0.27864E+02    0.56304E-07    0.17260E-03   -0.51763E-06
   188    0.53999E+04    0.70722E+00    0.00000E+00   -0.26880E+02    0.55987E-07    0.17127E-03   -0.50549E-06
   189    0.54183E+04    0.69975E+00    0.00000E+00   -0.25869E+02    0.55672E-07    0.16995E-03   -0.49300E-06
   190    0.54364E+04    0.69279E+00    0.00000E+00   -0.24833E+02    0.55361E-07    0.16865E-03   -0.48017E-06
   191    0.54537E+04    0.68634E+00    0.00000E+00   -0.23771E+02    0.55052E-07    0.16736E-03   -0.46704E-06
   192    0.54705E+04    0.68045E+00    0.00000E+00   -0.22684E+02    0.54745E-07    0.16608E-03   -0.45363E-06
   193    0.54867E+04    0.67516E+00    0.00000E+00   -0.21573E+02    0.54441E-07    0.16481E-03   -0.43997E-06
   194    0.55025E+04    0.67049E+00    0.00000E+00   -0.20437E+02    0.54140E-07    0.16355E-03   -0.42608E-06
   195    0.55178E+04    0.66648E+00    0.00000E+00   -0.19278E+02    0.53842E-07    0.16231E-03   -0.41199E-06
   196    0.55323E+04    0.66319E+00    0.00000E+00   -0.18095E+02    0.53546E-07    0.16107E-03   -0.39773E-06
   197    0.55465E+04    0.66064E+00    0.00000E+00   -0.16889E+02    0.53252E-07    0.15985E-03   -0.38331E-06
   198    0.55600E+04    0.65886E+00    0.00000E+00   -0.15660E+02    0.52961E-07    0.15863E-03   -0.36877E-06
   199    0.55731E+04    0.65790E+00    0.00000E+00   -0.14409E+02    0.52673E-07    0.15743E-03   -0.35413E-06
   200    0.55856E+04    0.65778E+00    0.00000E+00   -0.13136E+02    0.52387E-07    0.15623E-03   -0.33942E-06
   201    0.55974E+04    0.65857E+00    0.00000E+00   -0.11841E+02    0.52103E-07    0.15504E-03   -0.32465E-06
   202    0.56088E+04    0.66027E+00    0.00000E+00   -0.10525E+02    0.51822E-07    0.15386E-03   -0.30985E-06
   203    0.56195E+04    0.66294E+00    0.00000E+00   -0.91875E+01    0.51542E-07    0.15269E-03   -0.29500E-06
   204    0.56296E+04    0.66660E+00    0.00000E+00   -0.78316E+01    0.51266E-07    0.15153E-03   -0.28011E-06
   205    0.56391E+04    0.67131E+00    0.00000E+00   -0.64548E+01    0.50991E-07    0.15038E-03   -0.26519E-06
   206    0.56479E+04    0.67708E+00    0.00000E+00   -0.50587E+01    0.50719E-07    0.14923E-03   -0.25024E-06
   207    0.56562E+04    0.68396E+00    0.00000E+00   -0.36436E+01    0.50449E-07    0.14809E-03   -0.23525E-06
   208    0.56637E+04    0.69199E+00    0.00000E+00   -0.22101E+01    0.50182E-07    0.14696E-03   -0.22025E-06
   209    0.56706E+04    0.70119E+00    0.00000E+00   -0.75856E+00    0.49916E-07    0.14584E-03   -0.20522E-06
   210    0.56769E+04    0.71162E+00    0.00000E+00    0.71005E+00    0.49653E-07    0.14472E-03   -0.19017E-06
   211    0.56826E+04    0.72330E+00    0.00000E+00    0.21957E+01    0.49392E-07    0.14362E-03   -0.17511E-06
   212    0.56876E+04    0.73627E+00    0.00000E+00    0.36973E+01    0.49133E-07    0.14252E-03   -0.16003E-06
   213    0.56920E+04    0.75056E+00    0.00000E+00    0.52150E+01    0.48876E-07    0.14143E-03   -0.14495E-06
   214    0.56957E+04    0.76618E+00    0.00000E+00    0.67476E+01    0.48622E-07    0.14035E-03   -0.12986E-06
   215    0.56988E+04    0.78331E+00    0.00000E+00    0.82941E+01    0.48369E-07    0.13927E-03   -0.11476E-06
   216    0.57012E+04    0.80178E+00    0.00000E+00    0.98553E+01    0.48119E-07    0.13821E-03   -0.99668E-07
   217    0.57031E+04    0.82172E+00    0.00000E+00    0.11429E+02    0.47870E-07    0.13715E-03   -0.84577E-07
   218    0.57043E+04    0.84316E+00    0.00000E+00    0.13015E+02    0.47624E-07    0.13609E-03   -0.69493E-07
   219    0.57049E+04    0.86608E+00    0.00000E+00    0.14615E+02    0.47380E-07    0.13505E-03   -0.54418E-07
   220    0.57049E+04    0.89064E+00    0.00000E+00    0.16224E+02    0.47137E-07    0.13401E-03   -0.39356E-07
   221    0.57043E+04    0.91675E+00    0.00000E+00    0.17845E+02    0.46897E-07    0.13298E-03   -0.24310E-07
   222    0.57030E+04    0.94458E+00    0.00000E+00    0.19475E+02    0.46659E-07    0.13196E-03   -0.92835E-08
   223    0.57010E+04    0.97404E+00    0.00000E+00    0.21116E+02    0.46422E-07    0.13095E-03    0.57209E-08
   224    0.56986E+04    0.10051E+01    0.00000E+00    0.22764E+02    0.46188E-07    0.12994E-03    0.20700E-07
   225    0.56954E+04    0.10380E+01    0.00000E+00    0.24421E+02    0.45955E-07    0.12894E-03    0.35650E-07
   226    0.56917E+04    0.10727E+01    0.00000E+00    0.26085E+02    0.45724E-07    0.12795E-03    0.50569E-07
   227    0.56873E+04    0.11091E+01    0.00000E+00    0.27756E+02    0.45495E-07    0.12696E-03    0.65452E-07
   228    0.56823E+04    0.11474E+01    0.00000E+00    0.29433E+02    0.45268E-07    0.12599E-03    0.80297E-07
   229    0.56768E+04    0.11875E+01    0.00000E+00    0.31114E+02    0.45043E-07    0.12502E-03    0.95102E-07
   230    0.56705E+04    0.12294E+01    0.00000E+00    0.32801E+02    0.44820E-07    0.12405E-03    0.10986E-06
   231    0.56636E+04    0.12733E+01    0.00000E+00    0.34492E+02    0.44598E-07    0.12309E-03    0.12457E-06
